	article_title
1026	42 Million Dead In Bloodiest Black Friday Weekend On Record
1027	Study: Everyone, Everything Linked To Paranoia
1028	Secretary Of Education Forced To Take Up Stripping To Put Nation Through School
1029	Fighting Continues Over World's Holiest Bombing Sites
1030	Only College Student Staying On Campus Planning Saddest Thanksgiving Meal Of All Time
1031	Area Woman Finally Uploads All 12 Million Pictures Of Her Vacation To Europe On Facebook
1032	Scientists Develop Highly Volatile New Relationship
1033	None
1034	Obese Salmon Unable To Swim Upstream To Spawn
1035	Widening Petraeus Scandal Reveals Human Race Has Been Having Sex For 200,000 Years
1036	Needy Nation Breaks Down After First Full Week Without Being Pandered To By Politicians
1037	Intern Just Happens To Be Beautiful 22-Year-Old Woman
1038	Having Gone This Far Without Caring About Syria, Nation To Finish What It Started
1039	Anorexic Woman At Gym Looking Good
1040	Extensive FAQ Page Dispels Any Lingering Confusion About Boston Duck Tour
1041	8th-Grade Health Class Squirms Throughout Entire Screening Of 'Miracle Of Abortion'
1042	Heavily Armed Karl Rove Spotted At Top Of Electoral College Clock Tower
1043	Man Googles Matt Damon's Address Because, Well, He's Crazy And Wants To Murder Him
1044	Ron Paul Elected Ruler Of Planet Inhabited By 1 Billion Tiny Ron Pauls
1045	Romney Camp Retooling Campaign After Latest Setback
1046	Millions Without Power Following Election
1047	Defeated Man Victorious
1048	'The Onion' Calls Florida, Ohio, Colorado, Pennsylvania For John Edwards
1049	Man Who Eats Breakfast At Dunkin' Donuts Every Morning And Enjoys The 'Saw' Films Allowed To Vote
1050	Undecided Voter Pretty Sure He’s Some Kind Of Idiot
1051	Romney Slowly Turning Into $100 Bill
1052	Atlantic City Faces Long Recovery Before It Can Start Destroying Lives Again
1053	Romney Pitches In To Repair Thousands Of Downed Romney-Ryan Lawn Signs
1054	Paul Ryan Releases 90-Minute High-Endurance Budget-Slashing Video
1055	Nation Suddenly Realizes This Just Going To Be A Thing That Happens From Now On
1056	Mood In Car Takes Grim Turn After Dad Misses Exit
1057	Lone Doofus Has Been Waiting 36 Hours For Next C Train
1058	Mom Just Called To Make Sure You're Not Under That Dangling Crane
1059	New Jersey Residents Avoid Rising Floodwater By Climbing To Top Of Chris Christie
1060	Election FAQ
1061	Misinformed Man Riding Out Storm In Bathtub Filled With Batteries
1062	20 Idiots Evacuated From Times Square M&M's Store
1063	Hurricane Gives Holed-Up Couple Great Chance To Have All Those Fights They've Been Avoiding
1064	Nation Suddenly Remembers Simple Comforts Of Having Out-Of-Touch White Man Run Country
1065	Report: Majority Of Americans Now Eating One Continuous Meal A Day
1066	U.S. Signs Declaration Of Dependence On China
1067	Birthday Card Discreetly Passed Around Office Like Some Sort Of Covert CIA Operation
1068	God Distances Self From Christian Right
1069	Latest Study Finds Cancer Cells Now Cruelly Mocking Researchers
1070	Entire Nation Now Undecided After 4 Debates
1071	Obama Takes Out Romney With Mid-Debate Drone Attack
1072	Weeping Obama Breaks Down, Admits Bin Laden Still Alive And Out There Somewhere
1073	Both Candidates Announcing Unmitigated Support For Eugenics Virtually Only Way Tonight's Debate Will Matter At All
1074	Romney Foreign Policy Debate Prep In Crisis Mode After Discovering Existence Of Country Called 'Womania'
1075	RomneyLabs Concocts 'Doomsday Zinger' Capable Of Swinging Any Debate, However Lopsided
1076	The Onion Endorses John Edwards For President
1077	Debate Cut Short As Lantern Fire Burns Down Ol' Town Hall
1078	First Question From Debate Audience Somehow Comes From Paul Ryan
1079	Nation Tunes In To See Which Sociopath More Likable This Time
1080	Area Man On Personal Mission To Explain Why Universally Enjoyed Things Are Bad
1081	Obama Excited To Participate In First Debate
1082	Secretary Of Interior Decks Smart-Ass Buffalo
1083	Eloquent Biden Brings Entire Audience To Tears In Debate Stunner
1084	Naked, Tied-Up Paul Ryan Tells Staff He Can’t Prepare For Debate Unless They Slap Him Harder
1085	Justice Ginsburg Throws Party While 120-Year-Old Parents Away For Weekend
1086	Mr. Autumn Man Walking Down Street With Cup Of Coffee, Wearing Sweater Over Plaid Collared Shirt
1087	U.S. Treasury Cowboy Claims Something Done Spooked Economy
1088	Romney Proudly Explains How He's Turned Campaign Around
1089	Area Man Going To Sit Quietly In Darkened Bedroom Until Roommate’s Party Ends
1090	Reince Priebus Forced Back Into Ancient Puzzle Box After Being Tricked Into Saying Name Backwards
1091	Mitt Romney Adopts New ‘Ronnie Ferocious’ Persona For Debates
1092	Nation Demands More Pre-Debate News Stories About Body Language
1093	Quiznos Sandwich Maker Worked Way Up From Mail Room
1094	Obama Makes Surprise Visit To Quantum-Branching Multiverse On Alternate Hyperdimensional Plane
1095	Tragic Accident Kills Aspiring Living Person
1096	Insurance Company Celebrates 50 Billionth Fucking Over Of Customer
1097	George W. Bush Returns To America After Spending 4 Years In The Himalayas
1098	It Literally Impossible To State How Unimportant Next 3 Hours Are
1099	Fearless Man Bravely Ventures Out Into U.S. Economy
1100	Nick Jr. Suspends Production On 'The Almighty Muhammad's Porkalicious Toon Jihad'
1101	Report: It's Not Okay To Just Start Talking To People You Don’t Know
1102	Romney Campaign Sends In Champion Of The Poor Paul Ryan For Damage Control
1103	Romney Apologizes To Nation's 150 Million 'Starving, Filthy Beggars'
1104	Newborn Loses Faith In Humanity After Record 6 Days
1105	Romney Just Saying He Grew Up Poor In Memphis Now
1106	Paul Ryan Knocked Over By Pack Of Rambunctious Romney Boys
1107	NBC Honors 9/11 Anniversary By Releasing New Matthew Perry Sitcom
1108	9/11 Truther Convinced Government Destroyed Past 11 Years Of His Life
1109	FBI Receives Credible Information About Terrorist Attack On Sept. 11, 2001
1110	Number Of Users Who Actually Enjoy Facebook Down To 4
1111	New Zipcarp Service Offers Short-Term Carp Rentals
1112	Everyone In Improv Troupe Balding
1113	Obama: 'Help Us Destroy Jesus And Start A New Age Of Liberal Darkness'
1114	Biden Says Life Better Than It Was 4 Years Ago But Nothing Can Touch Summer Of '87
1115	Obama's 19-Year-Old Son Makes Rare Appearance At DNC
1116	Supreme Court's New Agent Already Getting Them Better Cases
1117	Bill Clinton Finally Just Shows America His Penis
1118	Clint Eastwood To Publish New Autobiography: 'I…Where You're Alive And They—You Write A Book About You'
1119	DNC Lacking Same Delusional Magic It Had In 2008
1120	Americans Take Day Off From Looking For Work
1121	Jovial Man Must Not Be Aware He Works At Airport Burrito Restaurant
1122	Best They Could Get Accepts Republican Nomination
1123	Teen Unaware He Locked In Heated Ongoing Competition With Parents' Friends' Son
1124	World Wildlife Fund Quickly Backtracks After Announcing Panda Ears Are Delicious
1125	John McCain Just Blew His Brains Out During RNC Speech
1126	Netflix Board Of Directors Meets To Decide If 'Michael' Is Stream Worthy
1127	Gay Marine Beaten To Bloody Pulp To Fire Up RNC Crowd
1128	Things That Shouldn't Be Said In Modern Society To Be Said At Least 1,400 Times At RNC
1129	Dad Navigates Reduced-Rate Travel Websites Like Mozart Composing Symphony
1130	Fed Chief Makes Diplomatic Visit To Econopolis
1131	College Newspaper Endorses Barack Obama
1132	U.S. Military Sends A Few More Of Those Things Over To Afghanistan To Replace Dead Ones
1133	2nd-Grade Teacher Can't Believe How Much Fatter They Keep Getting
1134	Pregnant Woman Relieved To Learn Her Rape Was Illegitimate
1135	Woman Has Bizarre Ability To Share Details About Personal Life With Parents
1136	Ugandan Powerball Jackpot Hits 31 Grains Of Rice
1137	'Huffington Post' Launches Some Sort Of New Thing
1138	Scientists Teach Chimpanzee To Conduct 3-Year Study On Primates
1139	Man Thanks God He's Not Sexually Attracted To Children
1140	Ryan Begins Attacking Romney's Record As Massachusetts Governor
1141	Focus: Who Is Paul Ryan?
1142	Fuck, Roommates Want To Have Meeting
1143	Herman Cain Lifts Suspension Of Presidential Campaign
1144	'Romney Murdered JonBenét Ramsey,' New Obama Campaign Ad Alleges
1145	Pet Eating Like Country Isn't In Goddamn Recession
1146	Foundation Honored For Work With Developmentally Disabled Celebrities
1147	'Just Illegalize Us Already,' Nation's Assault Weapons Beg
1148	Romney Stuck In Endless Loop Of Uncomfortable Chuckling
1149	Nation's Lower Class At Least Grateful It Not Part Of Nation's Middle Class
1150	Dying Lion Sure Doesn't Feel As Though He's Completing Some Great Cosmic Circle
1151	Nation's Moms On Olympic Opening Ceremony: 'Buckle The Fuck Up, It's Going To Be A Wild-Ass Ride'
1152	Kim Jong-Un Volunteers For First Shift Of Wife's Suicide Watch
1153	Report: 2012 Election Likely To Be Decided By 4 Or 5 Key Swing Corporations
1154	Jack Nicholson, Leonardo DiCaprio, Tom Hanks, Denzel Washington, And Daniel Day-Lewis Come Out As Gay
1155	Uncle Ben's To Compete Against Apple With Brand-New Smartphone
1156	Chick-Fil-A Debuts New Homophobic Sandwich
1157	Sadly, Nation Knows Exactly How Colorado Shooting's Aftermath Will Play Out
1158	'You Will Die Someday And It Will Be Sad,' All Man Thinking During Dinner With Parents
1159	God Admits Humans Not Most Impressive Creation
1160	Commanding General In Afghanistan Has No Idea How War Is Going, Just Trying To Ignore It At This Point
1161	'Jesus, What Is It Now?' Says Man Putting Down Swamp Thing Comic To Answer Phone Call From Wife
1162	Katie Holmes Glad She Can Finally Practice Scientology In Peace
1163	'Dark Knight Rises' Opts For Lighthearted, Cartoonish Tone
1164	Comic-Con Once Again Marred By Increasingly Popular Bully-Con
1165	Obama Pledges To Repeal Health Care Law If Reelected
1166	Economically Healthy 'Daily Planet' Now Most Unrealistic Part Of Superman Universe
1167	Keith Richards' Housekeeper Has Braced Herself For Finding Dead Body Every Morning Since 1976
1168	Nation's Couples Hit Rough Spell
1169	New Study Finds 85% Of Americans Don't Know All The Dance Moves To National Anthem
1170	Report On Continuing Plight Of Millions Of Unemployed Americans Results In Round Of High-Fives At Romney Campaign Headquarters
1171	New Commercials For Old Milwaukee Beer Feature Group Of Friends Contemplating Suicide
1172	Woman, Gay Best Friend Go On Another One Of Their Little Adventures
1173	Donald Trump Stares Forlornly At Tiny, Aged Penis In Mirror Before Putting On Clothes, Beginning Day
1174	Americans Enjoying 3 Months Of Vegging Out Before Responsibilities Of Fall Programming Resume
1176	Capricious God Violently Shakes Ant Farm Day After Bestowing Orange Slices Upon Colony
1177	Middle-Aged Woman Angrily Demanding Price Check On Rice Pudding Was Once Carefree Youth, Onlookers Speculate
1178	Romney Spends Most Of Factory Visit Yelling At Employees To Work Harder
1179	Peter Jackson Opens Up About His Personal Hobbit Friends In Beginnings Of Genius Marketing Campaign Or Full-On Mental Breakdown
1180	Goldman Sachs Hires Single Morally Decent Human Being To Work In Separate, Enclosed Cubicle
1181	Nude Man Who Locked Self Out Of House Delivers Moving Treatise On Human Condition To Slowly Gathering Crowd
1182	Physicists Discover Our Universe Is Fictional Setting Of Cop Show Called 'Hard Case'
1183	Ann Romney Says Husband Has Deeply Principled Side No One Ever Sees In Public
1184	Sad Sack Bullied By Area Goose
1185	Shadows Meet The Clouds, Gray On Gray, Like Dusty Charcoal On An Ashen Brow, Nation's Poets Report
1186	Money Man Pulls Even With Black Guy In Latest Poll
1187	Shrieking Vilsack Wakes From Nightmare About Being Buried Alive By Giant Ear Of Corn
1188	NRA Sets 1,000 Killed In School Shooting As Amount It Would Take For Them To Reconsider Much Of Anything
1189	Biden To Honor Fallen Soldiers By Jumping Motorcycle Over Vietnam Memorial
1190	Quiet Temp Actually Very Untalented Singer-Songwriter
1191	Kennedy Family Releases List Of Tragic Ways Remaining Members Could Die
1192	Scientists Find Thousands Of Previously Undiscovered Species Cowering In Amazon Rainforest
1193	Alabama School System's Lone Textbook Falling Apart
1194	Fleet Of Ambulances On Hand For 41-Year-Olds' Touch Football Game
1195	Secretary Of Transportation Flips Out On Pothole In Baltimore
1196	Tens Of Thousands Dead In Ongoing Africa
1197	General Mills Gives Honey Nut Cheerios Bee Intense Backstory Of Childhood Foster Home Abuse In Bizarre Rebranding Effort
1198	5-Year-Old Announces Circle No Longer Her Favorite Shape
1199	Ahmadinejad Kind Of Getting Back Into Old R.E.M. Again
1200	Nation's Moms Invent New Recreational Drug To Worry About
1201	Obama Blasts Obama's Evasive Stance On Gay Marriage
1202	Paula Deen Sponsors .05K Walk For Diabetes Research
1203	Half A Sleeve Of Oreos Lost In House Fire
1204	Obama Asks Staff To Try To Include National Security Adviser A Little More
1205	Anxiety-Ridden Man Rightly Ashamed Of Every Single Thing He Does
1206	NASA Announces Plans To Put Man On Bus To Cleveland
1207	Depressed Ralph Lauren Releases New Wrinkled Dress Shirt With Marinara Stain On It
1208	Obama Launches More Realistic 'I Have Big Ideas But We'll See How It Goes' Campaign Slogan
1209	Human Civilization Brings Out Worst In Area Man
1210	Trusted Sistine Chapel Janitor Convicted Of Sexually Abusing Last 4 Popes
1211	Scalia Unable To Name All 9 Supreme Court Justices
1212	Nation's Quadriplegics Immobilize On Washington In Support Of Stem-Cell Research
1213	U.S. Military Desperate To Be Handed Just One Solid War It Can Knock Out Of The Park
1214	Homesick Kid On Sleepover Needs To Just Tough It The Fuck Out
1215	Women Voters Can't Help Fawning Over Sexist GOP
1216	Greeting Each Other Like Normal Human Beings Impossible For Local Friends
1217	Poll Shows Best Part Of Primary Season Has Been Really Getting To Know, Spend Time With 4 Great Guys
1218	U.S. Citizen Resigns After Making Controversial Remark About Country
1219	Residents Of Indiana Join Together To Form Collective Consciousness
1220	Still Some Nutella Left In Jar, Reports Depression
1221	Supreme Court Justices Drowsily Bid One Another Good Night While Drifting Off To Sleep In Giant Shared Bed
